MM Long;MM Short;Product status;ID MAKE;MAKE;CROSS REFERENCE
350001000002;0010AB;Normal (60);00005;AUDI;4F0616001J
350001000002;0010AB;Normal (60);00253;VAG;4F0616001J
350002500002;0025AB;Normal (60);00074;MERCEDES-BENZ;2513200025
350002500002;0025AB;Normal (60);00074;MERCEDES-BENZ;A2513200025
350002500002;0025AB;Normal (60);00074;MERCEDES-BENZ;A2513200325
350002500002;0025AB;Normal (60);00074;MERCEDES-BENZ;A2513200425
350002500002;0025AB;Normal (60);00074;MERCEDES-BENZ;A251320042564
030607010601;010601;Normal (60);00035;FIAT;51890880
030607010602;010602;Normal (60);00035;FIAT;51890881
030607010603;010603;Normal (60);00035;FIAT;51815197
030607010603;010603;Normal (60);00035;FIAT;51980334
030607010604;010604;Normal (60);00002;ALFA ROMEO;51813198
030607010604;010604;Normal (60);00035;FIAT;51813198
030607010605;010605;Normal (60);00021;CITROËN;16 077 591 80
030607010605;010605;Normal (60);00021;CITROËN;1821.33
030607010605;010605;Normal (60);00021;CITROËN;1821.36
030607010605;010605;Normal (60);00021;CITROËN;182136
030607010605;010605;Normal (60);00035;FIAT;1343242080
030607010605;010605;Normal (60);00035;FIAT;1358086080
030607010605;010605;Normal (60);00035;FIAT;1367173080
030607010605;010605;Normal (60);00088;PEUGEOT;16 077 591 80
030607010605;010605;Normal (60);00088;PEUGEOT;1821.36
030607010605;010605;Normal (60);00088;PEUGEOT;182136
030607010606;010606;Normal (60);00035;FIAT;1343241080
030607010606;010606;Normal (60);00035;FIAT;1358087080
030607010606;010606;Normal (60);00035;FIAT;1363376080
030607010606;010606;Normal (60);00035;FIAT;71753299
030607010607;010607;Normal (60);00021;CITROËN;1846.C1
030607010607;010607;Normal (60);00021;CITROËN;1846C1
030607010607;010607;Normal (60);00035;FIAT;1343262080
030607010607;010607;Normal (60);00035;FIAT;1352888080
030607010607;010607;Normal (60);00088;PEUGEOT;1846.C1
030607010607;010607;Normal (60);00088;PEUGEOT;1846C1
030607010608;010608;Normal (60);00021;CITROËN;182137
030607010608;010608;Normal (60);00035;FIAT;1343243080
030607010608;010608;Normal (60);00035;FIAT;1358088080
030607010608;010608;Normal (60);00088;PEUGEOT;182137
030607010609;010609;Normal (60);00035;FIAT;50706256
030607010610;010610;Normal (60);00021;CITROËN;5033.A7
030607010610;010610;Normal (60);00021;CITROËN;5033.A9
030607010610;010610;Normal (60);00021;CITROËN;5033.E6
030607010610;010610;Normal (60);00021;CITROËN;5033000000
030607010610;010610;Normal (60);00021;CITROËN;5033A6
030607010610;010610;Normal (60);00021;CITROËN;5033a7
030607010610;010610;Normal (60);00021;CITROËN;5033a9
030607010610;010610;Normal (60);00035;FIAT;50705220
030607010610;010610;Normal (60);00035;FIAT;50705790
030607010610;010610;Normal (60);00035;FIAT;50706737
030607010610;010610;Normal (60);00035;FIAT;93501847
030607010610;010610;Normal (60);00088;PEUGEOT;5033.A7
030607010610;010610;Normal (60);00088;PEUGEOT;5033.A9
030607010610;010610;Normal (60);00088;PEUGEOT;5033.E6
030607010610;010610;Normal (60);00088;PEUGEOT;5033000000
030607010610;010610;Normal (60);00088;PEUGEOT;5033A6
030607010610;010610;Normal (60);00088;PEUGEOT;5033a7
030607010610;010610;Normal (60);00088;PEUGEOT;5033a9
030607010611;010611;Normal (60);00021;CITROËN;5033.A8
030607010611;010611;Normal (60);00021;CITROËN;5033.C2
030607010611;010611;Normal (60);00021;CITROËN;5033A8
030607010611;010611;Normal (60);00021;CITROËN;5033C2
030607010611;010611;Normal (60);00035;FIAT;50705234
030607010611;010611;Normal (60);00035;FIAT;50707856
030607010611;010611;Normal (60);00088;PEUGEOT;5033.C2
030607010611;010611;Normal (60);00088;PEUGEOT;5033C2
030607010612;010612;Normal (60);00035;FIAT;50705220
030607010612;010612;Normal (60);00035;FIAT;93501847
030607010613;010613;Normal (60);00021;CITROËN;5166.97
030607010613;010613;Normal (60);00021;CITROËN;516697
030607010613;010613;Normal (60);00035;FIAT;1355891080
030607010613;010613;Normal (60);00088;PEUGEOT;5166.97
030607010613;010613;Normal (60);00088;PEUGEOT;516697
030607010614;010614;Normal (60);00021;CITROËN;503342
030607010614;010614;Normal (60);00035;FIAT;1313046080
030607010614;010614;Normal (60);00035;FIAT;1340928080
030607010614;010614;Normal (60);00088;PEUGEOT;503342
030607010615;010615;Normal (60);00021;CITROËN;5166.88
030607010615;010615;Normal (60);00021;CITROËN;516688
030607010615;010615;Normal (60);00035;FIAT;1351266080
030607010615;010615;Normal (60);00088;PEUGEOT;5166.88
030607010615;010615;Normal (60);00088;PEUGEOT;516688
030607010616;010616;Normal (60);00035;FIAT;51813225
030607010617;010617;Normal (60);00035;FIAT;55701902
030607010618;010618;Normal (60);00035;FIAT;55701901
030607010619;010619;Normal (60);00035;FIAT;51761830
030607010621;010621;Normal (60);00002;ALFA ROMEO;51794078
030607010621;010621;Normal (60);00035;FIAT;51794078
030607010622;010622;Normal (60);00035;FIAT;51810285
030607010623;010623;Normal (60);00035;FIAT;51813603
030607010624;010624;Normal (60);00021;CITROËN;1608727380
030607010624;010624;Normal (60);00021;CITROËN;1807GL
030607010624;010624;Normal (60);00021;CITROËN;1807GR
030607010624;010624;Normal (60);00035;FIAT;51761609
030607010624;010624;Normal (60);00035;FIAT;51782160
030607010624;010624;Normal (60);00088;PEUGEOT;1608727380
030607010624;010624;Normal (60);00088;PEUGEOT;1807GR
030607010625;010625;Normal (60);00021;CITROËN;1807.GQ
030607010625;010625;Normal (60);00021;CITROËN;1807GQ
030607010625;010625;Normal (60);00035;FIAT;51782185
030607010625;010625;Normal (60);00035;FIAT;51821084
030607010625;010625;Normal (60);00088;PEUGEOT;1807.GQ
030607010625;010625;Normal (60);00088;PEUGEOT;1807GQ
030607010626;010626;Normal (60);00035;FIAT;51761603
030607010626;010626;Normal (60);00035;FIAT;51799110
030607010626;010626;Normal (60);00035;FIAT;51810285
030607010627;010627;Normal (60);00021;CITROËN;1807.KE
030607010627;010627;Normal (60);00021;CITROËN;1807KE
030607010627;010627;Normal (60);00035;FIAT;51855484
030607010627;010627;Normal (60);00088;PEUGEOT;1807.KE
030607010628;010628;Normal (60);00035;FIAT;51805431
030607010628;010628;Normal (60);00035;FIAT;51813604
030607010630;010630;Normal (60);00002;ALFA ROMEO;51805787
030607010630;010630;Normal (60);00021;CITROËN;5166.A8
030607010630;010630;Normal (60);00021;CITROËN;5166A4
030607010630;010630;Normal (60);00035;FIAT;51804746
030607010630;010630;Normal (60);00035;FIAT;51805787
030607010630;010630;Normal (60);00064;LANCIA;51805787
030607010630;010630;Normal (60);00088;PEUGEOT;5166.A8
030607010630;010630;Normal (60);00088;PEUGEOT;5166A4
030607010631;010631;Normal (60);00002;ALFA ROMEO;51804746
030607010631;010631;Normal (60);00021;CITROËN;5166A8
030607010631;010631;Normal (60);00035;FIAT;51804746
030607010631;010631;Normal (60);00088;PEUGEOT;5166A8
030607010632;010632;Normal (60);00021;CITROËN;16 317 241 80
030607010632;010632;Normal (60);00021;CITROËN;1806.90
030607010632;010632;Normal (60);00021;CITROËN;1806.95
030607010632;010632;Normal (60);00021;CITROËN;180695
030607010632;010632;Normal (60);00035;FIAT;1343631080
030607010632;010632;Normal (60);00035;FIAT;1352887080
030607010632;010632;Normal (60);00035;FIAT;1363377080
030607010632;010632;Normal (60);00035;FIAT;71753298
030607010632;010632;Normal (60);00088;PEUGEOT;16 317 241 80
030607010632;010632;Normal (60);00088;PEUGEOT;1806.95
030607010632;010632;Normal (60);00088;PEUGEOT;180695
030607010634;010634;Normal (60);00021;CITROËN;16 082 161 80
030607010634;010634;Normal (60);00021;CITROËN;1608216180
030607010634;010634;Normal (60);00021;CITROËN;1846.C2
030607010634;010634;Normal (60);00021;CITROËN;1846C2
030607010634;010634;Normal (60);00035;FIAT;1346984080
030607010634;010634;Normal (60);00035;FIAT;1363378080
030607010634;010634;Normal (60);00035;FIAT;71753300
030607010634;010634;Normal (60);00088;PEUGEOT;16 082 161 80
030607010634;010634;Normal (60);00088;PEUGEOT;1608216180
030607010634;010634;Normal (60);00088;PEUGEOT;1846.C2
030607010634;010634;Normal (60);00088;PEUGEOT;1846C2
030607010636;010636;Normal (60);00035;FIAT;1347977080
030607010636;010636;Normal (60);00035;FIAT;1358696080
030607010636;010636;Normal (60);00035;FIAT;1363536080
030607010637;010637;Normal (60);00035;FIAT;46759568
030607010637;010637;Normal (60);00035;FIAT;51760172
030607010638;010638;Normal (60);00035;FIAT;51718928
030607010639;010639;Normal (60);00035;FIAT;46759737
030607010640;010640;Normal (60);00035;FIAT;51731216
030607010641;010641;Normal (60);00002;ALFA ROMEO;51816525
030607010641;010641;Normal (60);00002;ALFA ROMEO;55700431
030607010641;010641;Normal (60);00035;FIAT;51782175
030607010641;010641;Normal (60);00035;FIAT;51813605
030607010641;010641;Normal (60);00035;FIAT;51816525
030607010641;010641;Normal (60);00035;FIAT;55700431
030607010642;010642;Normal (60);00035;FIAT;46767475
030607010643;010643;Normal (60);00035;FIAT;46820471
030607010644;010644;Normal (60);00035;FIAT;51762065
030607010645;010645;Normal (60);00035;FIAT;51782194
030607010645;010645;Normal (60);00035;FIAT;51813606
030607010646;010646;Normal (60);00021;CITROËN;1807.KF
030607010646;010646;Normal (60);00021;CITROËN;1807KF
030607010646;010646;Normal (60);00035;FIAT;51855515
030607010646;010646;Normal (60);00088;PEUGEOT;1807.KF
030607010646;010646;Normal (60);00088;PEUGEOT;1807KF
030607010647;010647;Normal (60);00035;FIAT;51813607
030607010648;010648;Normal (60);00021;CITROËN;1807.KA
030607010648;010648;Normal (60);00021;CITROËN;1807KA
030607010648;010648;Normal (60);00035;FIAT;51855676
030607010648;010648;Normal (60);00088;PEUGEOT;1807.KA
030607010648;010648;Normal (60);00088;PEUGEOT;1807KA
030607010649;010649;Normal (60);00035;FIAT;51813029
030607010650;010650;Normal (60);00035;FIAT;1307241080
030607010650;010650;Normal (60);00035;FIAT;1323165080
030607010651;010651;Normal (60);00035;FIAT;1307242080
030607010651;010651;Normal (60);00035;FIAT;1323166080
030607010652;010652;Normal (60);00035;FIAT;1338762080
030607010652;010652;Normal (60);00035;FIAT;1339629080
030607010652;010652;Normal (60);00035;FIAT;1345897080
030607010652;010652;Normal (60);00035;FIAT;1350789080
030607010653;010653;Normal (60);00035;FIAT;1338761080
030607010653;010653;Normal (60);00035;FIAT;1339628080
030607010653;010653;Normal (60);00035;FIAT;1345896080
030607010653;010653;Normal (60);00035;FIAT;1350788080
030607010654;010654;Normal (60);00035;FIAT;1361494080
030607010655;010655;Normal (60);00021;CITROËN;1807S7
030607010655;010655;Normal (60);00021;CITROËN;1807S9
030607010655;010655;Normal (60);00021;CITROËN;1807T1
030607010655;010655;Normal (60);00804;CITROËN/PEUGEOT;1807S9
030607010655;010655;Normal (60);00035;FIAT;1335123080
030607010655;010655;Normal (60);00035;FIAT;1335124080
030607010655;010655;Normal (60);00088;PEUGEOT;1807S7
030607010655;010655;Normal (60);00088;PEUGEOT;1807S9
030607010655;010655;Normal (60);00088;PEUGEOT;1807T1
030607010656;010656;Normal (60);00035;FIAT;1335125080
030607010657;010657;Normal (60);00804;CITROËN/PEUGEOT;1839A6
030607010657;010657;Normal (60);00804;CITROËN/PEUGEOT;partof
030607010657;010657;Normal (60);00035;FIAT;1333806080
030607010657;010657;Normal (60);00035;FIAT;1335127080
030607010657;010657;Normal (60);00035;FIAT;1335129080
030607010657;010657;Normal (60);00035;FIAT;partof
030607010658;010658;Normal (60);00035;FIAT;1307907080
030607010659;010659;Normal (60);02891;CITROËN (DF-PSA);1827.17
030607010659;010659;Normal (60);00035;FIAT;1307908080
030607010659;010659;Normal (60);03531;PEUGEOT (DF-PSA);1827.17
030607010660;010660;Normal (60);00021;CITROËN;3520.S0
030607010660;010660;Normal (60);00021;CITROËN;3520.S0 SK
030607010660;010660;Normal (60);00021;CITROËN;3520.S1
030607010660;010660;Normal (60);00021;CITROËN;3520.S1 SK
030607010660;010660;Normal (60);00021;CITROËN;3520S0
030607010660;010660;Normal (60);00021;CITROËN;3520S0SK1
030607010660;010660;Normal (60);00021;CITROËN;3520S1
030607010660;010660;Normal (60);00021;CITROËN;3520S1SK1
030607010660;010660;Normal (60);00021;CITROËN;3521.P1
030607010660;010660;Normal (60);00021;CITROËN;3521.P1 SK
030607010660;010660;Normal (60);00021;CITROËN;3521.P2
030607010660;010660;Normal (60);00021;CITROËN;3521.P2 SK
030607010660;010660;Normal (60);00021;CITROËN;3521P1
030607010660;010660;Normal (60);00021;CITROËN;3521P1SK1
030607010660;010660;Normal (60);00021;CITROËN;3521P2
030607010660;010660;Normal (60);00021;CITROËN;3521P2SK1
030607010660;010660;Normal (60);00035;FIAT;1352225080
030607010660;010660;Normal (60);00035;FIAT;1352225080 SK
030607010660;010660;Normal (60);00035;FIAT;1352225080SK1
030607010660;010660;Normal (60);00035;FIAT;1352226080
030607010660;010660;Normal (60);00035;FIAT;1352226080 SK
030607010660;010660;Normal (60);00035;FIAT;1352226080SK1
030607010660;010660;Normal (60);00035;FIAT;1352227080
030607010660;010660;Normal (60);00035;FIAT;1352227080 SK
030607010660;010660;Normal (60);00035;FIAT;1352227080SK1
030607010660;010660;Normal (60);00035;FIAT;1352228080
030607010660;010660;Normal (60);00035;FIAT;1352228080 SK
030607010660;010660;Normal (60);00035;FIAT;1352228080SK1
030607010660;010660;Normal (60);00035;FIAT;50705198
030607010660;010660;Normal (60);00088;PEUGEOT;3520.S0 
030607010660;010660;Normal (60);00088;PEUGEOT;3520.S0 SK
030607010660;010660;Normal (60);00088;PEUGEOT;3520.S1
030607010660;010660;Normal (60);00088;PEUGEOT;3520.S1 SK
030607010660;010660;Normal (60);00088;PEUGEOT;3520S0
030607010660;010660;Normal (60);00088;PEUGEOT;3520S0SK1
030607010660;010660;Normal (60);00088;PEUGEOT;3520S1
030607010660;010660;Normal (60);00088;PEUGEOT;3520S1SK1
030607010660;010660;Normal (60);00088;PEUGEOT;3521.P1
030607010660;010660;Normal (60);00088;PEUGEOT;3521.P1 SK
030607010660;010660;Normal (60);00088;PEUGEOT;3521.P2
030607010660;010660;Normal (60);00088;PEUGEOT;3521.P2 SK
030607010660;010660;Normal (60);00088;PEUGEOT;3521P1
030607010660;010660;Normal (60);00088;PEUGEOT;3521P1SK1
030607010660;010660;Normal (60);00088;PEUGEOT;3521P2
030607010660;010660;Normal (60);00088;PEUGEOT;3521P2SK1
030607010661;010661;Normal (60);00021;CITROËN;3520.S0
030607010661;010661;Normal (60);00021;CITROËN;3520.S0 SK1
030607010661;010661;Normal (60);00021;CITROËN;3520.S1
030607010661;010661;Normal (60);00021;CITROËN;3520.S1 SK1
030607010661;010661;Normal (60);00021;CITROËN;3521.P1
030607010661;010661;Normal (60);00021;CITROËN;3521.P1 SK1
030607010661;010661;Normal (60);00021;CITROËN;3521.P2
030607010661;010661;Normal (60);00021;CITROËN;3521.P2 SK1
030607010661;010661;Normal (60);00035;FIAT;1352225080
030607010661;010661;Normal (60);00035;FIAT;1352225080 SK1
030607010661;010661;Normal (60);00035;FIAT;1352226080
030607010661;010661;Normal (60);00035;FIAT;1352226080 SK1
030607010661;010661;Normal (60);00035;FIAT;1352227080
030607010661;010661;Normal (60);00035;FIAT;1352227080 SK1
030607010661;010661;Normal (60);00035;FIAT;1352228080
030607010661;010661;Normal (60);00035;FIAT;1352228080 SK1
030607010661;010661;Normal (60);00035;FIAT;50705197
030607010661;010661;Normal (60);00088;PEUGEOT;3520.S0 
030607010661;010661;Normal (60);00088;PEUGEOT;3520.S0 SK1
030607010661;010661;Normal (60);00088;PEUGEOT;3520.S1
030607010661;010661;Normal (60);00088;PEUGEOT;3520.S1 SK1
030607010661;010661;Normal (60);00088;PEUGEOT;3521.P1
030607010661;010661;Normal (60);00088;PEUGEOT;3521.P1 SK1
030607010661;010661;Normal (60);00088;PEUGEOT;3521.P2
030607010661;010661;Normal (60);00088;PEUGEOT;3521.P2 SK1
030607010662;010662;Normal (60);00035;FIAT;46760674
030607010662;010662;Normal (60);00035;FIAT;82491441
030607010663;010663;Normal (60);00035;FIAT;46464273
030607010664;010664;Normal (60);00002;ALFA ROMEO;46808159
030607010664;010664;Normal (60);00002;ALFA ROMEO;46843629
030607010664;010664;Normal (60);00002;ALFA ROMEO;46843746
030607010664;010664;Normal (60);00035;FIAT;46808159
030607010664;010664;Normal (60);00035;FIAT;46843629
030607010664;010664;Normal (60);00035;FIAT;46843746
030607010664;010664;Normal (60);00064;LANCIA;46808159
030607010664;010664;Normal (60);00064;LANCIA;46843629
030607010664;010664;Normal (60);00064;LANCIA;46843746
030607010665;010665;Normal (60);00002;ALFA ROMEO;51709313
030607010665;010665;Normal (60);00002;ALFA ROMEO;51736530
030607010665;010665;Normal (60);00035;FIAT;46808873
030607010665;010665;Normal (60);00035;FIAT;46808875
030607010665;010665;Normal (60);00035;FIAT;51709313
030607010665;010665;Normal (60);00035;FIAT;51736530
030607010665;010665;Normal (60);00064;LANCIA;51709313
030607010665;010665;Normal (60);00064;LANCIA;51736530
030607010666;010666;Normal (60);00002;ALFA ROMEO;55700435
030607010666;010666;Normal (60);00035;FIAT;55700435
030607010667;010667;Normal (60);00002;ALFA ROMEO;55700434
030607010667;010667;Normal (60);00002;ALFA ROMEO;55702833
030607010667;010667;Normal (60);00035;FIAT;55700434
030607010667;010667;Normal (60);00035;FIAT;55702833
030607010668;010668;Normal (60);00002;ALFA ROMEO;55700433
030607010668;010668;Normal (60);00002;ALFA ROMEO;55703651
030607010668;010668;Normal (60);00035;FIAT;55700433
030607010668;010668;Normal (60);00035;FIAT;55703651
030607010669;010669;Normal (60);00002;ALFA ROMEO;55700434
030607010669;010669;Normal (60);00035;FIAT;55700434
030607010670;010670;Normal (60);00002;ALFA ROMEO;55700440
030607010670;010670;Normal (60);00035;FIAT;55700440
030607010671;010671;Normal (60);00002;ALFA ROMEO;55700441
030607010671;010671;Normal (60);00035;FIAT;55700441
030607010672;010672;Normal (60);00002;ALFA ROMEO;55702836
030607010672;010672;Normal (60);00035;FIAT;55702836
030607010673;010673;Normal (60);00035;FIAT;51815759
030607010674;010674;Normal (60);00002;ALFA ROMEO;51849522
030607010674;010674;Normal (60);00035;FIAT;51849522
030607010675;010675;Normal (60);00035;FIAT;51837816
030607010676;010676;Normal (60);00002;ALFA ROMEO;46849011
030607010676;010676;Normal (60);00016;BMW;23711109173
030607010676;010676;Normal (60);00016;BMW;23711175424
030607010676;010676;Normal (60);00035;FIAT;46523938
030607010676;010676;Normal (60);00035;FIAT;46808870
030607010676;010676;Normal (60);00035;FIAT;46833123
030607010676;010676;Normal (60);00035;FIAT;46849011
030607010677;010677;Normal (60);00035;FIAT;46523938
030607010678;010678;Normal (60);00002;ALFA ROMEO;51709313
030607010678;010678;Normal (60);00002;ALFA ROMEO;51736530
030607010678;010678;Normal (60);00035;FIAT;46808873
030607010678;010678;Normal (60);00035;FIAT;51709313
030607010678;010678;Normal (60);00035;FIAT;51736530
030607010678;010678;Normal (60);00064;LANCIA;51709313
030607010678;010678;Normal (60);00064;LANCIA;51736530
030607010679;010679;Normal (60);00002;ALFA ROMEO;51718665
030607010679;010679;Normal (60);00035;FIAT;46835187
030607010679;010679;Normal (60);00035;FIAT;46843746
030607010679;010679;Normal (60);00035;FIAT;51718665
030607010680;010680;Normal (60);00035;FIAT;46464298
030607010681;010681;Normal (60);00035;FIAT;46465903
030607010682;010682;Normal (60);00035;FIAT;46470776
030607010682;010682;Normal (60);00035;FIAT;46738808
030607010682;010682;Normal (60);00064;LANCIA;46470776
030607010683;010683;Normal (60);00035;FIAT;2351972
030607010683;010683;Normal (60);00035;FIAT;2379408
030607010683;010683;Normal (60);00035;FIAT;7520850
030607010683;010683;Normal (60);00035;FIAT;82351972
030607010683;010683;Normal (60);00035;FIAT;82379408
030607010683;010683;Normal (60);00035;FIAT;82427142
030607010684;010684;Normal (60);00035;FIAT;46767261
030607010686;010686;Normal (60);00035;FIAT;46738807
030607010686;010686;Normal (60);00035;FIAT;46790552
030607010687;010687;Normal (60);00035;FIAT;46821119
030607010688;010688;Normal (60);00035;FIAT;7750990
030607010689;010689;Normal (60);00035;FIAT;46464298
030607010689;010689;Normal (60);00035;FIAT;46466619
030607010690;010690;Normal (60);00021;CITROËN;5033.39
030607010690;010690;Normal (60);00021;CITROËN;503339
030607010690;010690;Normal (60);00035;FIAT;1307021080
030607010690;010690;Normal (60);00064;LANCIA;1307021080
030607010690;010690;Normal (60);00088;PEUGEOT;5033.39
030607010690;010690;Normal (60);00088;PEUGEOT;503339
030607010691;010691;Normal (60);00093;RENAULT;7700799404
030607010692;010692;Normal (60);00753;GENERAL MOTORS;091167993
030607010692;010692;Normal (60);00753;GENERAL MOTORS;093860700
030607010692;010692;Normal (60);00753;GENERAL MOTORS;91167993
030607010692;010692;Normal (60);00753;GENERAL MOTORS;93860700
030607010692;010692;Normal (60);00080;NISSAN;11238-00QAB
030607010692;010692;Normal (60);00080;NISSAN;11238-00QAC
030607010692;010692;Normal (60);00084;OPEL;44 11 938
030607010692;010692;Normal (60);00084;OPEL;44 21 191
030607010692;010692;Normal (60);00084;OPEL;4411938
030607010692;010692;Normal (60);00084;OPEL;4421191
030607010692;010692;Normal (60);00084;OPEL;91167993
030607010692;010692;Normal (60);00093;RENAULT;82 00 049 243
030607010692;010692;Normal (60);00093;RENAULT;82 00 725 253
030607010692;010692;Normal (60);00093;RENAULT;8200049243
030607010692;010692;Normal (60);00093;RENAULT;8200404271
030607010692;010692;Normal (60);00093;RENAULT;8200725253
030607010692;010692;Normal (60);00093;RENAULT;91167993
030607010692;010692;Normal (60);00117;VAUXHALL;091167993
030607010692;010692;Normal (60);00117;VAUXHALL;093860700
030607010692;010692;Normal (60);00117;VAUXHALL;91167993
030607010692;010692;Normal (60);00117;VAUXHALL;93860700
030607010693;010693;Normal (60);00093;RENAULT;7704000983
030607010694;010694;Normal (60);00753;GENERAL MOTORS;91166683
030607010694;010694;Normal (60);00084;OPEL;4408746
030607010694;010694;Normal (60);00093;RENAULT;8200003827
030607010695;010695;Normal (60);00753;GENERAL MOTORS;091165437
030607010695;010695;Normal (60);00753;GENERAL MOTORS;093853290
030607010695;010695;Normal (60);00753;GENERAL MOTORS;91165437
030607010695;010695;Normal (60);00753;GENERAL MOTORS;93853290
030607010695;010695;Normal (60);00080;NISSAN;11246-00Q0A
030607010695;010695;Normal (60);00080;NISSAN;1124600QAB
030607010695;010695;Normal (60);00080;NISSAN;11246-00QAB
030607010695;010695;Normal (60);00084;OPEL;44 08 760
030607010695;010695;Normal (60);00084;OPEL;44 18 051
030607010695;010695;Normal (60);00084;OPEL;4408760
030607010695;010695;Normal (60);00084;OPEL;4418051
030607010695;010695;Normal (60);00084;OPEL;91165437
030607010695;010695;Normal (60);00084;OPEL;93853290
030607010695;010695;Normal (60);00093;RENAULT;82 00 003 825
030607010695;010695;Normal (60);00093;RENAULT;82 00 378 211
030607010695;010695;Normal (60);00093;RENAULT;8200003825
030607010695;010695;Normal (60);00093;RENAULT;8200378211
030607010695;010695;Normal (60);00117;VAUXHALL;091165437
030607010695;010695;Normal (60);00117;VAUXHALL;093853290
030607010695;010695;Normal (60);00117;VAUXHALL;91165437
030607010695;010695;Normal (60);00117;VAUXHALL;93853290
030607010697;010697;Normal (60);00753;GENERAL MOTORS;091166684
030607010697;010697;Normal (60);00753;GENERAL MOTORS;91166684
030607010697;010697;Normal (60);00080;NISSAN;1123800QAA
030607010697;010697;Normal (60);00080;NISSAN;11238-00QAA
030607010697;010697;Normal (60);00084;OPEL;44 08 761
030607010697;010697;Normal (60);00084;OPEL;4408761
030607010697;010697;Normal (60);00084;OPEL;9166684
030607010697;010697;Normal (60);00093;RENAULT;82 00 003 826
030607010697;010697;Normal (60);00093;RENAULT;8200003826
030607010697;010697;Normal (60);00093;RENAULT;8200259836
030607010697;010697;Normal (60);00093;RENAULT;8200557827
030607010697;010697;Normal (60);00117;VAUXHALL;091166684
030607010697;010697;Normal (60);00117;VAUXHALL;91166684
030607010698;010698;Normal (60);00753;GENERAL MOTORS;91165309
030607010698;010698;Normal (60);00753;GENERAL MOTORS;93862241
030607010698;010698;Normal (60);00080;NISSAN;5432000QAA
030607010698;010698;Normal (60);00084;OPEL;4408054
030607010698;010698;Normal (60);00084;OPEL;4420903
030607010698;010698;Normal (60);00093;RENAULT;8200010493
030607010698;010698;Normal (60);00093;RENAULT;8200904007
030607010699;010699;Normal (60);00139;DACIA;8200676857
030607010699;010699;Normal (60);00753;GENERAL MOTORS;093197454
030607010699;010699;Normal (60);00753;GENERAL MOTORS;93197454
030607010699;010699;Normal (60);00084;OPEL;093197454
030607010699;010699;Normal (60);00084;OPEL;44 19 372
030607010699;010699;Normal (60);00084;OPEL;4419372
030607010699;010699;Normal (60);00084;OPEL;93197454
030607010699;010699;Normal (60);00093;RENAULT;82 00 676 857
030607010699;010699;Normal (60);00093;RENAULT;8200676857
030607010699;010699;Normal (60);00117;VAUXHALL;093197454
030607010699;010699;Normal (60);00117;VAUXHALL;93197454
030607010700;010700;Normal (60);00753;GENERAL MOTORS;093197459
030607010700;010700;Normal (60);00753;GENERAL MOTORS;93197459
030607010700;010700;Normal (60);00080;NISSAN;112108180R
030607010700;010700;Normal (60);00084;OPEL;093197459
030607010700;010700;Normal (60);00084;OPEL;44 19 377
030607010700;010700;Normal (60);00084;OPEL;4419377
030607010700;010700;Normal (60);00084;OPEL;93197459
030607010700;010700;Normal (60);00093;RENAULT;11 21 081 80R
030607010700;010700;Normal (60);00093;RENAULT;112108180R
030607010700;010700;Normal (60);00117;VAUXHALL;093197459
030607010700;010700;Normal (60);00117;VAUXHALL;93197459
030607010701;010701;Normal (60);00753;GENERAL MOTORS;093168597
030607010701;010701;Normal (60);00753;GENERAL MOTORS;93168597
030607010701;010701;Normal (60);00084;OPEL;44 20 869
030607010701;010701;Normal (60);00084;OPEL;4420869
030607010701;010701;Normal (60);00084;OPEL;93168597
030607010701;010701;Normal (60);00093;RENAULT;82 00 675 064
030607010701;010701;Normal (60);00093;RENAULT;8200675064
030607010701;010701;Normal (60);00117;VAUXHALL;093168597
030607010701;010701;Normal (60);00117;VAUXHALL;93168597
030607010702;010702;Normal (60);00753;GENERAL MOTORS;093168599
030607010702;010702;Normal (60);00753;GENERAL MOTORS;93168599
030607010702;010702;Normal (60);00084;OPEL;44 20 871
030607010702;010702;Normal (60);00084;OPEL;4420871
030607010702;010702;Normal (60);00084;OPEL;93168599
030607010702;010702;Normal (60);00093;RENAULT;11 37 570 25R
030607010702;010702;Normal (60);00093;RENAULT;113757025R
030607010702;010702;Normal (60);00093;RENAULT;82 00 675 184
030607010702;010702;Normal (60);00117;VAUXHALL;093168599
030607010702;010702;Normal (60);00117;VAUXHALL;93168599
030607010703;010703;Normal (60);00753;GENERAL MOTORS;093197451
030607010703;010703;Normal (60);00753;GENERAL MOTORS;93197451
030607010703;010703;Normal (60);00084;OPEL;093197451
030607010703;010703;Normal (60);00084;OPEL;44 19 368
030607010703;010703;Normal (60);00084;OPEL;4419368
030607010703;010703;Normal (60);00084;OPEL;93197451
030607010703;010703;Normal (60);00093;RENAULT;82 00 675 206
030607010703;010703;Normal (60);00093;RENAULT;8200675206
030607010703;010703;Normal (60);00117;VAUXHALL;093197451
030607010703;010703;Normal (60);00117;VAUXHALL;93197451
030607010704;010704;Normal (60);00753;GENERAL MOTORS;009110612
030607010704;010704;Normal (60);00753;GENERAL MOTORS;09110612
030607010704;010704;Normal (60);00753;GENERAL MOTORS;9110612
030607010704;010704;Normal (60);00084;OPEL;44 02 612
030607010704;010704;Normal (60);00084;OPEL;4402612
030607010704;010704;Normal (60);00093;RENAULT;11 23 831 00R
